case_id,econ_conditions_country,employment_status,household_income,age_category,education,gender,region,housing_status
202201415,Good,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202302696,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
202205357,Only fair,Working part-time,"$25,000 to $49,999",35-44,High school graduate (high school diploma or the equivalent GED),Female,West,Pay rent
202303348,Only fair,Working part-time,"$100,000 to $149,999",45-54,High school graduate (high school diploma or the equivalent GED),Male,South,Pay rent
202505120,Only fair,Not working,"$50,000 to $74,999",35-44,Some college or Associate's degree,Female,South,Own your home with a mortgage or loan
202200151,Poor,Working full-time,"$75,000 to $99,999",25-34,Some college or Associate's degree,Female,Midwest,Neither own nor pay rent
202202921,Only fair,Not working,"$10,000 to $24,999",55-64,No high school diploma or GED,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202301934,Only fair,Working full-time,"$150,000 or more",65-74,Bachelor's degree or higher,Male,Northeast,Own your home with a mortgage or loan
202506497,Only fair,Working part-time,"$50,000 to $74,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,South,Neither own nor pay rent
202301317,Poor,Not working,"$75,000 to $99,999",45-54,Some college or Associate's degree,Female,Northeast,Own your home with a mortgage or loan
202203600,Poor,Working full-time,"$50,000 to $74,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Pay rent
202502309,Poor,Working full-time,"$75,000 to $99,999",45-54,Bachelor's degree or higher,Male,South,Pay rent
202505338,Only fair,Not working,"$100,000 to $149,999",65-74,Some college or Associate's degree,Female,West,Own your home with a mortgage or loan
202303502,Only fair,Not working,"$75,000 to $99,999",75+,No high school diploma or GED,Female,West,Own your home with a mortgage or loan
202301236,Only fair,Working full-time,"$10,000 to $24,999",25-34,Bachelor's degree or higher,Male,West,Pay rent
202303144,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
202503563,Excellent,Not working,"$25,000 to $49,999",35-44,Some college or Associate's degree,Female,South,Own your home free and clear (without a mortgage or loan)
202304408,Only fair,Working part-time,"$150,000 or more",45-54,High school graduate (high school diploma or the equivalent GED),Female,West,Pay rent
202204600,Poor,Working part-time,"$75,000 to $99,999",25-34,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
202500073,Only fair,Working part-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202406447,Only fair,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202203207,Only fair,Working full-time,"$150,000 or more",35-44,Some college or Associate's degree,Male,West,Own your home with a mortgage or loan
202500085,Only fair,Working full-time,"$75,000 to $99,999",45-54,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202202611,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202204431,Only fair,Working part-time,"$100,000 to $149,999",18-24,Some college or Associate's degree,Male,South,Neither own nor pay rent
202501524,Good,Not working,"$10,000 to $24,999",35-44,No high school diploma or GED,Male,South,Pay rent
202200526,Poor,Working part-time,"$100,000 to $149,999",18-24,Some college or Associate's degree,Male,Northeast,Neither own nor pay rent
202204253,Only fair,Working full-time,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Female,West,Own your home free and clear (without a mortgage or loan)
202303698,Only fair,Working full-time,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202504785,Only fair,Not working,"$75,000 to $99,999",55-64,Bachelor's degree or higher,Female,South,Own your home free and clear (without a mortgage or loan)
202502824,Excellent,Not working,"$75,000 to $99,999",75+,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202302750,Good,Working full-time,"$25,000 to $49,999",25-34,Some college or Associate's degree,Male,South,Neither own nor pay rent
202302993,Good,Working full-time,"$100,000 to $149,999",45-54,Bachelor's degree or higher,Male,Northeast,Own your home with a mortgage or loan
202204626,Poor,Working full-time,"$10,000 to $24,999",35-44,High school graduate (high school diploma or the equivalent GED),Male,South,Neither own nor pay rent
202204923,Poor,Not working,"$75,000 to $99,999",18-24,High school graduate (high school diploma or the equivalent GED),Female,South,Neither own nor pay rent
202505868,Good,Not working,"$25,000 to $49,999",75+,Bachelor's degree or higher,Female,South,Own your home free and clear (without a mortgage or loan)
202503291,Only fair,Working part-time,"$150,000 or more",18-24,Some college or Associate's degree,Female,West,Pay rent
202405670,Poor,Working full-time,"Less than $10,000",25-34,Some college or Associate's degree,Female,South,Pay rent
202504577,Poor,Not working,"$25,000 to $49,999",35-44,High school graduate (high school diploma or the equivalent GED),Male,South,Neither own nor pay rent
202502011,Good,Not working,"$100,000 to $149,999",65-74,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202500220,Good,Not working,"$75,000 to $99,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home with a mortgage or loan
202303235,Poor,Working full-time,"$75,000 to $99,999",35-44,Bachelor's degree or higher,Male,South,Pay rent
202302825,Good,Not working,"$10,000 to $24,999",18-24,Some college or Associate's degree,Female,West,Pay rent
202202260,Poor,Not working,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202502385,Good,Working part-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202205089,Only fair,Working full-time,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Male,South,Pay rent
202200109,Only fair,Working part-time,"$150,000 or more",18-24,Some college or Associate's degree,Female,Midwest,Neither own nor pay rent
202501440,Poor,Working full-time,"$25,000 to $49,999",55-64,No high school diploma or GED,Male,Northeast,Pay rent
202202699,Only fair,Not working,"$10,000 to $24,999",25-34,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
202504154,Only fair,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202400115,Good,Working part-time,"Less than $10,000",18-24,Some college or Associate's degree,Female,South,Neither own nor pay rent
202201791,Poor,Working full-time,"$100,000 to $149,999",25-34,Bachelor's degree or higher,Female,South,Pay rent
202300788,Only fair,Not working,"$10,000 to $24,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,South,Neither own nor pay rent
202304924,Only fair,Working full-time,"$100,000 to $149,999",45-54,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home with a mortgage or loan
202500724,Only fair,Working full-time,"$50,000 to $74,999",18-24,Bachelor's degree or higher,Female,Midwest,Pay rent
202201829,Only fair,Working full-time,"$50,000 to $74,999",45-54,Bachelor's degree or higher,Male,Northeast,Pay rent
202204009,Only fair,Not working,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
202200452,Poor,Working full-time,"$50,000 to $74,999",25-34,Some college or Associate's degree,Male,West,Pay rent
202500341,Only fair,Not working,"$75,000 to $99,999",35-44,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202504559,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202500856,Only fair,Working part-time,"$100,000 to $149,999",55-64,Some college or Associate's degree,Female,Midwest,Own your home with a mortgage or loan
202202777,Only fair,Not working,"$50,000 to $74,999",18-24,No high school diploma or GED,Female,Midwest,Neither own nor pay rent
202303113,Good,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202304932,Only fair,Not working,"$100,000 to $149,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Neither own nor pay rent
202200985,Poor,Working part-time,"$50,000 to $74,999",25-34,Some college or Associate's degree,Female,West,Pay rent
202204228,Only fair,Working full-time,"$100,000 to $149,999",18-24,Some college or Associate's degree,Female,West,Neither own nor pay rent
202505313,Good,Working part-time,"$100,000 to $149,999",18-24,Some college or Associate's degree,Male,South,Neither own nor pay rent
202406235,Poor,Working full-time,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Female,Northeast,Pay rent
202302023,Poor,Working full-time,"$10,000 to $24,999",18-24,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
202503761,Poor,Working part-time,"$50,000 to $74,999",55-64,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202204158,Only fair,Working full-time,"$100,000 to $149,999",25-34,Bachelor's degree or higher,Male,Midwest,Pay rent
202304231,Good,Working full-time,"$100,000 to $149,999",35-44,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home with a mortgage or loan
202205151,Good,Working full-time,"$25,000 to $49,999",55-64,Some college or Associate's degree,Female,South,Pay rent
202401030,Good,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202404402,Only fair,Working full-time,"$100,000 to $149,999",25-34,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202506263,Poor,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202501601,Poor,Not working,"$25,000 to $49,999",18-24,No high school diploma or GED,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202302173,Poor,Not working,"$75,000 to $99,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Pay rent
202205532,Good,Working full-time,"$100,000 to $149,999",35-44,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Own your home with a mortgage or loan
202201978,Only fair,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202202452,Only fair,Working full-time,"$25,000 to $49,999",45-54,No high school diploma or GED,Male,South,Pay rent
202205088,Good,Working full-time,"$50,000 to $74,999",18-24,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Own your home with a mortgage or loan
202401882,Poor,Not working,"$100,000 to $149,999",18-24,Some college or Associate's degree,Female,South,Own your home free and clear (without a mortgage or loan)
202500653,Good,Working full-time,"$100,000 to $149,999",55-64,Bachelor's degree or higher,Male,Northeast,Own your home free and clear (without a mortgage or loan)
202304515,Poor,Working part-time,"$100,000 to $149,999",25-34,High school graduate (high school diploma or the equivalent GED),Female,West,Pay rent
